OUT	C.M1	C.M2	C.M3	GC.M1	GC.M2	GC.M3	Taxonomy
OTU_10111	1	1	0	15	5	5	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__
OTU_10112	16	49	23	8	14	15	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae
OTU_10113	2	0	0	0	2	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
OTU_10114	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_10115	6	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_10116	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10117	0	0	0	1	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;s__
OTU_10118	0	0	0	1	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
OTU_10119	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_10120	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10121	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Dethiobacter;s__
OTU_10122	0	2	2	3	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_10123	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;s__
OTU_10124	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU_10125	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae_.Subgroup_1.
OTU_10126	0	0	0	0	1	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS_17;g__;s__
OTU_10127	0	0	0	1	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10128	4	0	0	0	0	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__EMP-G18;f__;g__;s__
OTU_10129	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__
OTU_10130	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10131	0	0	0	0	0	0	k__Bacteria
OTU_10132	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__;s__
OTU_10133	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10134	0	0	0	0	0	0	k__Bacteria
OTU_10135	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10136	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10137	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_10138	39	34	31	18	28	37	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__JG34-KF-361;g__;s__
OTU_10139	0	0	0	0	0	0	k__Bacteria;p__Firmicutes
OTU_10140	0	0	4	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
OTU_10141	0	0	0	0	0	1	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIb;f__;g__;s__
OTU_10142	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__;s__
OTU_10143	9	23	19	9	12	7	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10144	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__unidentified_Mitochondria
OTU_10145	1	0	0	0	1	1	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10146	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10147	0	1	0	0	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10148	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_10149	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_10150	0	0	0	0	0	0	k__Bacteria
OTU_10151	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
OTU_10152	0	0	0	0	0	1	k__Bacteria;p__Gracilibacteria;c__;o__;f__;g__;s__
OTU_10153	0	0	0	0	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10154	35	3	6	11	7	6	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
OTU_10155	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitibacter;s__
OTU_10156	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria
OTU_10157	4	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_10158	1	0	0	0	0	0	k__Bacteria;p__Chlamydiae;c__unidentified_Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae
OTU_10159	24	22	28	13	10	19	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__BD2-11_terrestrial_group;f__;g__;s__
OTU_10160	5	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_10161	0	0	0	0	1	0	k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
OTU_10162	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae
OTU_10163	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
OTU_10164	23	31	26	24	22	23	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_10165	0	0	1	0	0	0	k__Bacteria;p__Gracilibacteria;c__;o__;f__;g__;s__
OTU_10166	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria
OTU_10167	5	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__
OTU_10168	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
OTU_10169	511	45	26	314	316	208	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;s__
OTU_10170	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__;s__
OTU_10171	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_2;s__
OTU_10172	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__
OTU_10173	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10174	25	3	2	16	18	44	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-004;s__
OTU_10175	0	0	2	0	0	0	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10176	0	0	0	0	0	1	k__Bacteria;p__Omnitrophica;c__NPL-UPA2;o__;f__;g__;s__
OTU_10177	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10178	2	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1_lineage;f__;g__;s__
OTU_10179	8	5	4	2	2	5	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
OTU_10180	0	0	0	0	0	1	k__Bacteria;p__Omnitrophica;c__NPL-UPA2
OTU_10181	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10182	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__Gemmata_sp._Ha1-6
OTU_10183	0	0	0	0	0	1	k__Bacteria
OTU_10184	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter;s__
OTU_10185	3	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_10186	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__;s__
OTU_10187	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__
OTU_10188	3	4	8	5	2	10	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__unidentified_Nitrospiraceae
OTU_10189	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_10190	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10191	1	3	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__RB446;g__;s__
OTU_10192	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__
OTU_10193	1	0	0	1	1	0	k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__;g__;s__
OTU_10194	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10195	1	1	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unidentified_Rhizobiales;g__Bauldia;s__
OTU_10196	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10197	13	0	1	4	2	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-005;s__
OTU_10198	0	0	0	0	0	0	k__Bacteria
OTU_10199	1	0	0	0	0	0	k__Bacteria
OTU_10200	0	1	0	0	0	1	k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
OTU_10201	5	23	20	8	10	16	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
OTU_10202	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_10203	2	0	0	0	0	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__
OTU_10204	0	0	0	0	0	1	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_10205	0	0	0	2	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae
OTU_10206	3	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella
OTU_10207	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae
OTU_10208	2	2	2	1	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__KCM-B-60;g__;s__
OTU_10209	0	0	0	0	1	0	k__Bacteria;p__Actinobacteria;c__TakashiAC-B11;o__;f__;g__;s__
OTU_10210	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_10211	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10212	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Rubripirellula;s__
OTU_10213	4	0	0	1	43	0	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__
OTU_10214	0	0	0	0	0	1	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_10215	5	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_10216	0	0	1	0	0	0	k__Bacteria
OTU_10217	1	1	0	0	0	0	k__Bacteria
OTU_10218	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Intrasporangiaceae
OTU_10219	0	2	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
OTU_10220	0	0	1	0	0	0	k__Bacteria;p__Parcubacteria
OTU_10221	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__480-2;g__;s__
OTU_10222	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_10223	0	1	0	0	0	0	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_10224	1	2	1	0	1	0	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_10225	1	0	0	0	0	0	k__Bacteria;p__Thermotogae;c__unidentified_Thermotogae;o__Thermotogales;f__Thermotogaceae;g__GAL15;s__
OTU_10226	1	1	0	0	0	0	k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
OTU_10227	1	0	0	0	1	0	k__Bacteria
OTU_10228	0	0	1	0	0	0	k__Bacteria
OTU_10229	9	19	12	16	15	18	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
OTU_10230	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__
OTU_10231	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10232	0	0	1	0	0	0	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIc;f__;g__;s__
OTU_10233	1	0	0	1	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera;s__
OTU_10234	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria
OTU_10235	1	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10236	1	8	1	0	2	2	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
OTU_10237	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
OTU_10238	2	4	4	11	3	15	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_10239	1	0	0	1	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__
OTU_10240	0	0	1	0	0	0	k__Bacteria
OTU_10241	7	0	1	45	8	8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__
OTU_10242	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10243	0	0	0	0	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio
OTU_10244	0	0	0	0	1	0	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_10245	6	9	6	9	6	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__;s__
OTU_10246	0	5	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_10247	0	0	0	0	0	0	k__Bacteria
OTU_10248	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
OTU_10249	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_10250	0	2	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella;s__
OTU_10251	0	0	0	0	0	1	k__Bacteria;p__Actinobacteria
OTU_10252	0	0	1	0	0	0	k__Bacteria;p__Planctomycetes;c__vadinHA49;o__;f__;g__;s__
OTU_10253	0	0	0	0	0	0	k__Bacteria;p__WD272;c__;o__;f__;g__;s__
OTU_10254	0	0	0	2	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10255	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30
OTU_10256	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_10257	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10258	3	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella
OTU_10259	2	2	0	7	11	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio
OTU_10260	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micromonosporales;f__Micromonosporaceae
OTU_10261	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
OTU_10262	0	1	1	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae
OTU_10263	0	0	0	0	0	0	k__Bacteria
OTU_10264	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia
OTU_10265	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_10266	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_10267	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_10268	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidocella
OTU_10269	0	0	0	1	0	0	k__Bacteria
OTU_10270	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_10271	1	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__
OTU_10272	0	2	0	0	0	0	k__Bacteria;p__Proteobacteria
OTU_10273	0	1	0	0	0	0	k__Bacteria
OTU_10274	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter
OTU_10275	0	0	0	1	1	1	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_10276	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10277	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi
OTU_10278	0	0	1	0	0	0	k__Bacteria
OTU_10279	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10280	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria
OTU_10281	2	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
OTU_10282	0	1	0	0	0	0	k__Bacteria
OTU_10283	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
OTU_10284	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_10285	0	0	0	0	0	0	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__AKYG1722;f__;g__;s__
OTU_10286	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula
OTU_10287	3	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_10288	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
OTU_10289	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__
OTU_10290	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__;s__
OTU_10291	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__;s__
OTU_10292	0	1	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
OTU_10293	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
OTU_10294	0	0	1	0	0	0	k__Bacteria
OTU_10295	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10296	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__AT-s3-28;f__;g__;s__
OTU_10297	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3
OTU_10298	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Mobilitalea;s__
OTU_10299	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales
OTU_10300	9	8	6	6	5	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__
OTU_10301	0	0	0	0	0	0	k__Bacteria
OTU_10302	0	0	0	1	0	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10303	1	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
OTU_10304	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10305	0	2	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
OTU_10306	0	0	1	0	0	1	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_10307	0	1	0	0	0	0	k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
OTU_10308	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_10309	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
OTU_10310	84	4	1	48	6	6	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_10311	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria
OTU_10312	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_10313	0	2	0	3	6	6	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
OTU_10314	0	0	2	0	0	0	k__Bacteria;p__Firmicutes
OTU_10315	0	0	0	2	0	0	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae
OTU_10316	1	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_10317	1	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_10318	0	0	0	1	0	0	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_10319	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__unidentified_Acidimicrobiales;g__unidentified_Acidimicrobiales;s__bacterium_enrichment_culture_clone_auto73_4W
OTU_10320	5	3	2	2	1	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__unidentified_Acidobacteria;g__Blastocatella;s__
OTU_10321	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
OTU_10322	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__EV818SWSAP88;g__;s__
OTU_10323	0	0	1	2	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10324	0	0	1	1	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;s__
OTU_10325	0	0	0	0	0	0	k__Bacteria;p__Gracilibacteria;c__;o__;f__;g__;s__
