# Constructed from biom file
#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	OE4	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	OE3	taxonomy
OTU_145	11.0	10.0	8.0	12.0	1.0	3.0	5.0	11.0	22.0	18.0	9.0	1.0	15.0	4.0	8.0	11.0	6.0	17.0	0.0	1.0	2.0	1.0	7.0	4.0	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
OTU_432	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae
OTU_184	10.0	10.0	7.0	13.0	1.0	9.0	21.0	12.0	24.0	6.0	13.0	2.0	27.0	8.0	8.0	25.0	13.0	20.0	1.0	2.0	7.0	2.0	7.0	2.0	2.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_310	2.0	0.0	3.0	10.0	0.0	3.0	2.0	2.0	3.0	19.0	4.0	0.0	3.0	1.0	4.0	13.0	2.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Herpetosiphonales; f__; g__; s__
OTU_503	3.0	0.0	1.0	9.0	0.0	6.0	3.0	4.0	7.0	0.0	1.0	0.0	4.0	1.0	3.0	4.0	1.0	8.0	0.0	0.0	3.0	0.0	2.0	2.0	2.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_209	23.0	4.0	13.0	8.0	1.0	10.0	9.0	6.0	14.0	14.0	3.0	2.0	15.0	10.0	6.0	19.0	8.0	9.0	1.0	2.0	8.0	5.0	4.0	3.0	4.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_319	5.0	2.0	1.0	3.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	1.0	4.0	0.0	1.0	5.0	1.0	3.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__
OTU_219	0.0	4.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	5.0	2.0	0.0	5.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU_152	4.0	6.0	3.0	7.0	1.0	0.0	0.0	5.0	2.0	6.0	8.0	0.0	16.0	4.0	8.0	3.0	1.0	7.0	0.0	2.0	2.0	0.0	10.0	0.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Uliginosibacterium; s__
OTU_256	4.0	2.0	0.0	4.0	1.0	2.0	2.0	3.0	0.0	7.0	3.0	0.0	7.0	0.0	3.0	3.0	2.0	0.0	0.0	1.0	3.0	0.0	7.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Spirochaetes; c__[Leptospirae]; o__[Leptospirales]; f__Leptospiraceae; g__Turneriella; s__
OTU_213	14.0	5.0	7.0	8.0	0.0	5.0	6.0	9.0	5.0	9.0	5.0	1.0	13.0	7.0	6.0	24.0	4.0	4.0	2.0	1.0	4.0	0.0	6.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__OM190; o__CL500-15; f__; g__; s__
OTU_260	8.0	7.0	5.0	4.0	2.0	8.0	4.0	5.0	4.0	6.0	1.0	2.0	11.0	6.0	5.0	14.0	3.0	8.0	2.0	1.0	7.0	3.0	15.0	1.0	0.0	3.0	2.0	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
OTU_537	3.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	5.0	9.0	2.0	0.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
OTU_404	0.0	1.0	1.0	1.0	0.0	0.0	0.0	3.0	6.0	0.0	2.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__
OTU_715	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
OTU_182	6.0	8.0	4.0	18.0	1.0	1.0	3.0	2.0	0.0	0.0	1.0	0.0	3.0	1.0	3.0	13.0	5.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__
OTU_285	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_269	3.0	0.0	6.0	7.0	0.0	3.0	9.0	2.0	3.0	5.0	1.0	0.0	5.0	2.0	1.0	7.0	3.0	8.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
OTU_146	35.0	3.0	37.0	28.0	3.0	14.0	11.0	20.0	36.0	20.0	9.0	0.0	21.0	5.0	9.0	22.0	16.0	19.0	1.0	2.0	8.0	5.0	5.0	1.0	2.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
OTU_137	6.0	3.0	9.0	11.0	0.0	1.0	9.0	10.0	15.0	8.0	4.0	1.0	15.0	4.0	4.0	7.0	7.0	13.0	1.0	2.0	4.0	3.0	7.0	1.0	3.0	5.0	2.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU_106	3.0	30.0	0.0	4.0	0.0	4.0	2.0	14.0	0.0	11.0	9.0	1.0	8.0	5.0	3.0	0.0	3.0	1.0	0.0	0.0	14.0	0.0	33.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU_117	25.0	1.0	14.0	24.0	3.0	10.0	9.0	12.0	22.0	8.0	5.0	1.0	28.0	14.0	9.0	19.0	15.0	13.0	1.0	4.0	12.0	1.0	13.0	1.0	0.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_45	39.0	3.0	28.0	38.0	7.0	19.0	27.0	20.0	47.0	21.0	13.0	5.0	60.0	19.0	26.0	42.0	22.0	35.0	3.0	7.0	21.0	9.0	19.0	12.0	8.0	3.0	3.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
OTU_312	4.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	1.0	3.0	2.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_531	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
OTU_270	9.0	0.0	5.0	21.0	2.0	3.0	4.0	2.0	5.0	2.0	0.0	2.0	7.0	3.0	3.0	2.0	4.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
OTU_177	15.0	0.0	1.0	24.0	1.0	2.0	4.0	3.0	6.0	6.0	13.0	0.0	14.0	1.0	4.0	17.0	5.0	1.0	0.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__
OTU_318	3.0	0.0	0.0	1.0	1.0	2.0	2.0	5.0	1.0	1.0	3.0	0.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Chlorobi; c__; o__; f__; g__; s__
OTU_334	27.0	2.0	22.0	26.0	1.0	5.0	15.0	16.0	27.0	21.0	7.0	1.0	18.0	13.0	58.0	115.0	11.0	39.0	9.0	7.0	9.0	5.0	8.0	4.0	3.0	3.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
OTU_63	36.0	24.0	29.0	34.0	1.0	39.0	26.0	31.0	36.0	53.0	22.0	1.0	73.0	12.0	34.0	34.0	19.0	52.0	9.0	4.0	41.0	5.0	39.0	2.0	3.0	4.0	2.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_126	20.0	3.0	14.0	28.0	4.0	15.0	17.0	13.0	28.0	19.0	7.0	4.0	29.0	5.0	14.0	20.0	7.0	33.0	3.0	2.0	12.0	4.0	5.0	2.0	3.0	1.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
OTU_79	14.0	17.0	10.0	14.0	2.0	15.0	9.0	13.0	36.0	45.0	7.0	2.0	19.0	10.0	13.0	16.0	7.0	27.0	1.0	3.0	12.0	2.0	10.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_203	0.0	6.0	2.0	10.0	0.0	1.0	2.0	2.0	16.0	3.0	5.0	0.0	8.0	2.0	7.0	4.0	1.0	6.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
OTU_612	3.0	1.0	0.0	6.0	0.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
OTU_638	2.0	1.0	3.0	5.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	0.0	4.0	0.0	1.0	1.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
OTU_384	4.0	4.0	1.0	11.0	1.0	7.0	11.0	7.0	15.0	1.0	5.0	0.0	9.0	4.0	17.0	3.0	3.0	3.0	3.0	2.0	16.0	2.0	4.0	0.0	1.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__
OTU_249	3.0	1.0	5.0	2.0	0.0	4.0	4.0	4.0	7.0	2.0	0.0	1.0	5.0	2.0	3.0	3.0	3.0	4.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
OTU_317	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnobacter; s__
OTU_331	0.0	1.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes
OTU_298	0.0	0.0	2.0	3.0	1.0	0.0	2.0	1.0	5.0	2.0	1.0	0.0	2.0	1.0	2.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__
OTU_254	3.0	4.0	2.0	2.0	1.0	3.0	16.0	2.0	8.0	2.0	3.0	0.0	3.0	3.0	1.0	5.0	1.0	7.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
OTU_51	16.0	13.0	14.0	42.0	2.0	10.0	8.0	27.0	47.0	54.0	0.0	0.0	40.0	3.0	23.0	32.0	11.0	26.0	1.0	1.0	6.0	2.0	4.0	0.0	2.0	1.0	0.0	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__
OTU_121	24.0	11.0	9.0	12.0	2.0	6.0	3.0	10.0	19.0	10.0	7.0	0.0	33.0	3.0	6.0	11.0	6.0	15.0	1.0	1.0	12.0	2.0	7.0	0.0	3.0	5.0	3.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__Oscillochloridaceae; g__Oscillochloris; s__
OTU_147	9.0	17.0	8.0	8.0	0.0	17.0	8.0	5.0	12.0	22.0	8.0	0.0	20.0	4.0	8.0	19.0	16.0	11.0	2.0	2.0	10.0	3.0	9.0	0.0	2.0	2.0	4.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_349	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	7.0	0.0	1.0	0.0	6.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_599	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__
OTU_800	8.0	1.0	11.0	7.0	1.0	4.0	4.0	9.0	11.0	10.0	8.0	0.0	21.0	7.0	10.0	9.0	5.0	22.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
OTU_353	2.0	1.0	2.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	5.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
OTU_127	30.0	6.0	24.0	20.0	3.0	16.0	25.0	21.0	47.0	22.0	8.0	2.0	34.0	8.0	9.0	35.0	11.0	51.0	2.0	7.0	16.0	4.0	11.0	2.0	1.0	3.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Pimelobacter; s__
OTU_556	15.0	10.0	7.0	15.0	0.0	9.0	17.0	8.0	21.0	10.0	7.0	1.0	32.0	9.0	15.0	11.0	6.0	8.0	0.0	0.0	10.0	1.0	7.0	0.0	0.0	3.0	1.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_380	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__
OTU_248	1.0	0.0	4.0	1.0	1.0	2.0	1.0	1.0	7.0	1.0	1.0	0.0	3.0	1.0	0.0	26.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Jiangella; s__
OTU_135	12.0	1.0	3.0	8.0	0.0	5.0	1.0	3.0	12.0	27.0	5.0	0.0	4.0	6.0	2.0	12.0	0.0	4.0	1.0	0.0	4.0	0.0	2.0	1.0	2.0	2.0	0.0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
OTU_229	5.0	1.0	3.0	3.0	0.0	4.0	4.0	4.0	3.0	1.0	1.0	0.0	6.0	1.0	0.0	3.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus Protochlamydia; s__
OTU_486	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Shimazuella; s__
OTU_115	25.0	5.0	22.0	26.0	3.0	14.0	15.0	28.0	19.0	11.0	8.0	2.0	22.0	12.0	11.0	13.0	14.0	30.0	1.0	3.0	14.0	3.0	5.0	2.0	1.0	3.0	3.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__
OTU_635	5.0	3.0	3.0	1.0	0.0	3.0	4.0	1.0	3.0	2.0	0.0	0.0	3.0	2.0	2.0	3.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
OTU_946	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
OTU_355	1.0	0.0	4.0	2.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
OTU_205	5.0	3.0	5.0	2.0	0.0	3.0	5.0	2.0	6.0	7.0	1.0	0.0	6.0	0.0	5.0	5.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_227	1.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	1.0	5.0	1.0	2.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
OTU_615	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU_150	5.0	2.0	1.0	10.0	0.0	4.0	1.0	4.0	10.0	4.0	3.0	0.0	30.0	1.0	5.0	5.0	0.0	5.0	1.0	1.0	30.0	2.0	1.0	1.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
OTU_189	4.0	0.0	4.0	3.0	0.0	4.0	1.0	2.0	5.0	8.0	7.0	0.0	4.0	3.0	2.0	7.0	4.0	1.0	1.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	2.0	k__Bacteria
OTU_306	3.0	1.0	2.0	3.0	0.0	0.0	2.0	0.0	1.0	4.0	4.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_122	2.0	3.0	5.0	7.0	0.0	4.0	16.0	2.0	6.0	23.0	6.0	1.0	17.0	1.0	11.0	10.0	2.0	6.0	0.0	0.0	9.0	2.0	7.0	0.0	1.0	1.0	1.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_711	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_114	13.0	3.0	20.0	21.0	2.0	4.0	7.0	2.0	7.0	18.0	3.0	1.0	16.0	11.0	8.0	23.0	7.0	18.0	3.0	3.0	5.0	2.0	7.0	1.0	2.0	2.0	1.0	k__Bacteria; p__Planctomycetes; c__; o__; f__; g__; s__
OTU_208	2.0	6.0	8.0	6.0	0.0	4.0	5.0	6.0	4.0	12.0	9.0	1.0	4.0	2.0	3.0	6.0	3.0	3.0	0.0	0.0	3.0	1.0	9.0	3.0	1.0	1.0	0.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Herpetosiphonales; f__; g__; s__
OTU_392	9.0	2.0	10.0	23.0	0.0	6.0	5.0	8.0	11.0	7.0	2.0	1.0	8.0	5.0	6.0	13.0	6.0	6.0	2.0	0.0	9.0	0.0	4.0	1.0	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU_337	6.0	0.0	2.0	4.0	1.0	3.0	7.0	1.0	11.0	6.0	8.0	0.0	3.0	2.0	3.0	3.0	2.0	6.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
OTU_132	40.0	9.0	27.0	40.0	5.0	17.0	31.0	27.0	54.0	32.0	14.0	4.0	45.0	10.0	12.0	37.0	19.0	33.0	8.0	1.0	30.0	6.0	14.0	3.0	0.0	8.0	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
OTU_179	21.0	3.0	2.0	16.0	0.0	7.0	1.0	9.0	20.0	24.0	5.0	1.0	19.0	5.0	5.0	16.0	5.0	8.0	1.0	1.0	5.0	0.0	3.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
OTU_252	43.0	9.0	29.0	32.0	5.0	25.0	28.0	16.0	49.0	12.0	18.0	4.0	44.0	21.0	9.0	52.0	18.0	55.0	7.0	6.0	28.0	5.0	7.0	2.0	2.0	7.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__
OTU_139	5.0	5.0	7.0	3.0	1.0	3.0	3.0	3.0	8.0	9.0	6.0	1.0	10.0	2.0	4.0	8.0	3.0	12.0	2.0	1.0	5.0	1.0	7.0	2.0	1.0	7.0	2.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__
OTU_594	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__
OTU_600	35.0	11.0	32.0	41.0	6.0	8.0	13.0	13.0	38.0	20.0	15.0	2.0	80.0	10.0	8.0	49.0	12.0	23.0	9.0	8.0	16.0	8.0	18.0	6.0	11.0	6.0	6.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__
OTU_747	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
OTU_972	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__AKIW781; f__; g__; s__
OTU_383	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_217	8.0	3.0	12.0	15.0	2.0	3.0	7.0	6.0	24.0	11.0	7.0	2.0	20.0	8.0	7.0	21.0	13.0	10.0	0.0	6.0	10.0	6.0	10.0	0.0	3.0	3.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU_101	19.0	2.0	16.0	12.0	0.0	9.0	11.0	7.0	11.0	8.0	9.0	1.0	24.0	4.0	3.0	18.0	1.0	8.0	5.0	0.0	7.0	1.0	11.0	0.0	2.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
