KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
WT6	0.140350050894	0.150817269467	0.148697761355	0.133260287174	0.215277176609	0.145151134862	0.142268413957	0.134861769942	0.14252882607	0.154841979395	0.0	0.123109583287	0.131460452134	0.138922164594	0.140072250323	0.140632520929	0.149263997965	0.183943639976	0.207512078296	0.144096302884	0.190899309058	0.139066304124	0.21257591875	0.213108794987	0.194324927234
KO9	0.085919807226	0.154669456863	0.0997953799343	0.0823772636638	0.200546490968	0.100633887569	0.106175574459	0.0956632442728	0.0933482923718	0.12642989829	0.123109583287	0.0	0.0982939799311	0.0981905019483	0.0813268913705	0.100973186108	0.0967966267288	0.182584377936	0.18387300922	0.0926902888109	0.164486352318	0.117610373534	0.216645464805	0.226830304706	0.180918827709
WT3	0.0960796480317	0.150940036681	0.103266775432	0.108137277139	0.199856662089	0.108865721351	0.115037557672	0.109871153331	0.11560488731	0.130657008377	0.131460452134	0.0982939799311	0.0	0.110148361445	0.0957534750944	0.109815335691	0.114807514953	0.181002604963	0.185415527095	0.105633897819	0.166885786935	0.124368240114	0.193084440892	0.207467620328	0.171000767839
KO1	0.105600845104	0.157887370357	0.100821921484	0.104195866201	0.200036803985	0.114372395488	0.119924758795	0.105948971562	0.12024897884	0.121895974073	0.138922164594	0.0981905019483	0.110148361445	0.0	0.103474597743	0.118401353877	0.105463906778	0.186088192609	0.187215218319	0.112123081363	0.180734876528	0.136258330055	0.222002457882	0.224328585149	0.182192439027
KO4	0.0797509988024	0.168096119425	0.0888657446917	0.0788162858496	0.19837531858	0.103908910493	0.107655562913	0.0980722729834	0.0874495069882	0.128191278251	0.140072250323	0.0813268913705	0.0957534750944	0.103474597743	0.0	0.0931536494696	0.0917785661543	0.177672875087	0.186062175483	0.0983050269012	0.173027621915	0.131547562364	0.216200470748	0.232180301701	0.184255993005
WT5	0.0988818526044	0.166437486547	0.114970130895	0.0995230672656	0.194452272611	0.108110198893	0.123123738865	0.117225647656	0.109241320385	0.139561374435	0.140632520929	0.100973186108	0.109815335691	0.118401353877	0.0931536494696	0.0	0.107621148762	0.17672327947	0.198505794231	0.108173312217	0.175509720271	0.13928016559	0.226088813578	0.222346622964	0.1847632997
KO8	0.093322611785	0.166261504727	0.100390899385	0.0952759998995	0.209559527903	0.110891255315	0.118042948779	0.111333511146	0.0954176308452	0.129221256145	0.149263997965	0.0967966267288	0.114807514953	0.105463906778	0.0917785661543	0.107621148762	0.0	0.191128018502	0.190205086435	0.106317727113	0.181485240629	0.134450862469	0.224752773771	0.239312301771	0.186925335611
OE6	0.178851446843	0.21174448131	0.17944562715	0.180288797745	0.189820074015	0.180918861948	0.173587541023	0.190455689924	0.185492205677	0.19999672486	0.183943639976	0.182584377936	0.181002604963	0.186088192609	0.177672875087	0.17672327947	0.191128018502	0.0	0.175005984868	0.179524029558	0.173016914661	0.185776778702	0.186449333446	0.198924569105	0.163579779796
OE5	0.188923414701	0.216761773082	0.188761007243	0.180806850223	0.174027640703	0.200121206785	0.187954194393	0.189467580154	0.186078356334	0.205940331287	0.207512078296	0.18387300922	0.185415527095	0.187215218319	0.186062175483	0.198505794231	0.190205086435	0.175005984868	0.0	0.192830647581	0.169014662327	0.203006872761	0.188494205444	0.194124517762	0.177993980781
WT7	0.103165996755	0.168053735099	0.113052739478	0.10224307518	0.199954619499	0.106779356599	0.120497117643	0.109395135281	0.107566770409	0.132237366312	0.144096302884	0.0926902888109	0.105633897819	0.112123081363	0.0983050269012	0.108173312217	0.106317727113	0.179524029558	0.192830647581	0.0	0.171221804466	0.136400522882	0.224032987702	0.22604023469	0.181460586006
OE7	0.171339057003	0.21044622539	0.184889280654	0.170576022398	0.180526265347	0.179283664506	0.177597631395	0.182631858371	0.177932891183	0.19492529859	0.190899309058	0.164486352318	0.166885786935	0.180734876528	0.173027621915	0.175509720271	0.181485240629	0.173016914661	0.169014662327	0.171221804466	0.0	0.187050127489	0.179999092767	0.188600176711	0.168126179859
WT9	0.136121747009	0.137910431884	0.13465576298	0.132682646758	0.203262883728	0.12230496618	0.136842075472	0.126567194675	0.149557157924	0.144646084854	0.139066304124	0.117610373534	0.124368240114	0.136258330055	0.131547562364	0.13928016559	0.134450862469	0.185776778702	0.203006872761	0.136400522882	0.187050127489	0.0	0.221599700003	0.219235942728	0.171448413199
OE1	0.215355429144	0.227085604466	0.218833708358	0.218266902797	0.205440479737	0.220153608604	0.210005091286	0.219092021268	0.219055271026	0.238921302359	0.21257591875	0.216645464805	0.193084440892	0.222002457882	0.216200470748	0.226088813578	0.224752773771	0.186449333446	0.188494205444	0.224032987702	0.179999092767	0.221599700003	0.0	0.197861585372	0.183502090758
OE8	0.236189765433	0.234412730683	0.22735693251	0.22807983772	0.207555932156	0.225138302629	0.212923500271	0.223071159145	0.228796458943	0.236518379499	0.213108794987	0.226830304706	0.207467620328	0.224328585149	0.232180301701	0.222346622964	0.239312301771	0.198924569105	0.194124517762	0.22604023469	0.188600176711	0.219235942728	0.197861585372	0.0	0.195910488583
OE9	0.177839519958	0.192806996315	0.184014662851	0.181491924021	0.190475580662	0.184468595733	0.180538881985	0.186915682031	0.190980182802	0.197367267966	0.194324927234	0.180918827709	0.171000767839	0.182192439027	0.184255993005	0.1847632997	0.186925335611	0.163579779796	0.177993980781	0.181460586006	0.168126179859	0.171448413199	0.183502090758	0.195910488583	0.0
